sales_order_sk,id_order,id_date,customer_sk,channel_sk,store_sk,shipping_location_sk,total_amount,subtotal,tax_amount,shipping_fee
4538,1000005382,20240106,27,2,4.0,4,32670.0,27000.0,5670.0,0.0
4539,1000005383,20241121,54,1,,491,17535.0,13500.0,2835.0,1200.0
4540,1000005385,20250209,758,2,1.0,1,26136.0,21600.0,4536.0,0.0
4541,1000005387,20250114,1433,1,,1767,50094.0,41400.0,8694.0,0.0
4542,1000005388,20250830,61,1,,460,50335.68,40608.0,8527.68,1200.0
4543,1000005389,20241124,1092,1,,651,52955.25,42525.0,8930.25,1500.0
4544,1000005390,20241202,250,1,,1842,36300.0,30000.0,6300.0,0.0
4545,1000005391,20250801,1043,2,1.0,1,11761.2,9720.0,2041.2,0.0
4546,1000005392,20240513,101,1,,3023,36483.6,29160.0,6123.6,1200.0
4547,1000005393,20240205,719,1,,1555,18687.0,14700.0,3087.0,900.0
4548,1000005394,20240822,544,1,,2488,16418.25,12825.0,2693.25,900.0
4549,1000005395,20240421,1082,1,,1336,82812.0,67200.0,14112.0,1500.0
4550,1000005396,20250228,415,1,,1647,40404.0,32400.0,6804.0,1200.0
4551,1000005397,20240820,1428,1,,286,54488.4,44040.0,9248.4,1200.0
4552,1000005398,20250505,322,2,2.0,2,42688.8,35280.0,7408.8,0.0
4553,1000005399,20250617,124,2,3.0,3,53361.0,44100.0,9261.0,0.0
4554,1000005400,20250301,272,1,,35,92867.1,75510.0,15857.1,1500.0
4555,1000005402,20240130,505,2,2.0,2,90931.5,75150.0,15781.5,0.0
4556,1000005403,20250404,1124,1,,2266,28788.0,22800.0,4788.0,1200.0
4557,1000005404,20250528,965,1,,899,78898.05,65205.0,13693.05,0.0
4558,1000005405,20240411,320,1,,2896,29359.2,23520.0,4939.2,900.0
4559,1000005406,20250705,897,1,,2669,19050.0,15000.0,3150.0,900.0
4560,1000005408,20250716,1483,2,1.0,1,17242.5,14250.0,2992.5,0.0
4561,1000005410,20250530,728,2,4.0,4,66668.58,55098.0,11570.58,0.0
4562,1000005411,20241128,327,2,1.0,1,14520.0,12000.0,2520.0,0.0
4563,1000005412,20240303,43,1,,1739,36837.0,29700.0,6237.0,900.0
4564,1000005413,20240320,962,2,4.0,4,19565.7,16170.0,3395.7,0.0
4565,1000005414,20240530,1417,2,3.0,3,35574.0,29400.0,6174.0,0.0
4566,1000005415,20250505,634,1,,1062,16441.08,12348.0,2593.08,1500.0
4567,1000005416,20241116,1123,2,2.0,2,17787.0,14700.0,3087.0,0.0
4568,1000005418,20240127,1158,1,,1434,39204.0,32400.0,6804.0,0.0
4569,1000005419,20250802,616,1,,5,35685.0,28500.0,5985.0,1200.0
4570,1000005420,20250927,838,2,3.0,3,64795.5,53550.0,11245.5,0.0
4571,1000005421,20240314,1094,2,1.0,1,45738.0,37800.0,7938.0,0.0
4572,1000005422,20240205,594,1,,1811,55350.0,45000.0,9450.0,900.0
4573,1000005423,20250907,756,1,,329,54561.0,44100.0,9261.0,1200.0
4574,1000005424,20250816,1019,2,4.0,4,49455.12,40872.0,8583.12,0.0
4575,1000005425,20250114,618,2,1.0,1,78045.0,64500.0,13545.0,0.0
4576,1000005426,20240623,75,2,3.0,3,51727.5,42750.0,8977.5,0.0
4577,1000005427,20241202,217,2,4.0,4,35937.0,29700.0,6237.0,0.0
4578,1000005428,20240506,1365,2,3.0,3,19565.7,16170.0,3395.7,0.0
4579,1000005430,20240823,319,1,,2157,15983.7,11970.0,2513.7,1500.0
4580,1000005431,20240201,569,1,,2133,33008.4,26040.0,5468.4,1500.0
4581,1000005432,20250224,1469,2,4.0,4,41382.0,34200.0,7182.0,0.0
4582,1000005433,20240510,1265,2,3.0,3,54313.88,44887.5,9426.38,0.0
4583,1000005434,20240805,128,2,3.0,3,34485.0,28500.0,5985.0,0.0
4584,1000005435,20240928,377,2,3.0,3,69238.62,57222.0,12016.62,0.0
4585,1000005436,20250918,1452,1,,2878,27036.0,21600.0,4536.0,900.0
4586,1000005437,20240522,150,1,,1707,20176.35,15435.0,3241.35,1500.0
4587,1000005438,20240706,236,1,,1267,56929.05,46305.0,9724.05,900.0
4588,1000005439,20240127,317,1,,1114,29088.0,22800.0,4788.0,1500.0
4589,1000005441,20241215,445,2,4.0,4,30492.0,25200.0,5292.0,0.0
4590,1000005442,20240813,924,2,3.0,3,56029.05,46305.0,9724.05,0.0
4591,1000005443,20250501,859,1,,1892,40404.0,32400.0,6804.0,1200.0
4592,1000005444,20240413,218,2,3.0,3,13068.0,10800.0,2268.0,0.0
4593,1000005445,20240211,1191,2,3.0,3,25613.28,21168.0,4445.28,0.0
4594,1000005446,20240321,522,2,2.0,2,54404.62,44962.5,9442.12,0.0
4595,1000005447,20240611,600,1,,2094,49005.0,40500.0,8505.0,0.0
4596,1000005448,20241021,577,2,3.0,3,55176.0,45600.0,9576.0,0.0
4597,1000005449,20240407,41,2,2.0,2,34485.0,28500.0,5985.0,0.0
4598,1000005450,20250814,1251,1,,1383,28788.0,22800.0,4788.0,1200.0
4599,1000005451,20250311,887,2,3.0,3,43719.72,36132.0,7587.72,0.0
4600,1000005452,20250503,922,1,,688,31546.8,25080.0,5266.8,1200.0
4601,1000005453,20241024,645,2,4.0,4,43560.0,36000.0,7560.0,0.0
4602,1000005454,20240630,1090,1,,1596,80767.5,66750.0,14017.5,0.0
4603,1000005455,20240419,1323,2,1.0,1,11761.2,9720.0,2041.2,0.0
4604,1000005456,20240326,591,1,,95,65025.0,52500.0,11025.0,1500.0
4605,1000005457,20250927,67,1,,2975,16020.0,12000.0,2520.0,1500.0
4606,1000005458,20240511,305,1,,2450,43608.0,34800.0,7308.0,1500.0
4607,1000005459,20250901,67,2,1.0,1,43451.1,35910.0,7541.1,0.0
4608,1000005461,20250101,264,2,3.0,3,28459.2,23520.0,4939.2,0.0
4609,1000005462,20241031,731,1,,2064,74952.0,61200.0,12852.0,900.0
4610,1000005463,20250619,1236,1,,806,13314.6,10260.0,2154.6,900.0
4611,1000005464,20240219,104,1,,1084,19350.0,15000.0,3150.0,1200.0
4612,1000005465,20240822,1164,2,1.0,1,44467.5,36750.0,7717.5,0.0
4613,1000005466,20250929,436,1,,1467,48024.9,39690.0,8334.9,0.0
4614,1000005467,20250920,399,1,,2965,34485.0,28500.0,5985.0,0.0
4615,1000005470,20240717,1235,1,,763,40104.0,32400.0,6804.0,900.0
4616,1000005471,20250220,642,1,,3045,46710.6,37860.0,7950.6,900.0
4617,1000005472,20250217,38,1,,29,60831.3,49530.0,10401.3,900.0
4618,1000005473,20240501,858,1,,2936,79801.92,65952.0,13849.92,0.0
4619,1000005474,20250524,766,1,,1007,16335.0,13500.0,2835.0,0.0
4620,1000005475,20240410,88,2,4.0,4,12414.6,10260.0,2154.6,0.0
4621,1000005476,20250512,358,1,,1941,50205.0,40500.0,8505.0,1200.0
4622,1000005477,20250825,879,1,,345,14694.0,11400.0,2394.0,900.0
4623,1000005479,20241027,22,1,,2794,17535.0,13500.0,2835.0,1200.0
4624,1000005480,20240309,376,2,1.0,1,31305.12,25872.0,5433.12,0.0
4625,1000005481,20250810,591,2,4.0,4,39131.4,32340.0,6791.4,0.0
4626,1000005482,20250428,549,1,,2051,14268.0,10800.0,2268.0,1200.0
4627,1000005483,20240416,783,1,,130,89583.24,73044.0,15339.24,1200.0
4628,1000005484,20241209,1155,1,,453,17835.0,13500.0,2835.0,1500.0
4629,1000005485,20250206,1472,1,,1746,37200.0,30000.0,6300.0,900.0
4630,1000005486,20240401,637,1,,1725,15129.6,11760.0,2469.6,900.0
4631,1000005487,20240717,372,2,2.0,2,29040.0,24000.0,5040.0,0.0
4632,1000005488,20250606,664,1,,1891,77647.8,63180.0,13267.8,1200.0
4633,1000005489,20240816,164,1,,2656,15720.0,12000.0,2520.0,1200.0
4634,1000005490,20250621,1062,2,1.0,1,62980.5,52050.0,10930.5,0.0
4635,1000005491,20240625,990,1,,926,50205.0,40500.0,8505.0,1200.0
4636,1000005492,20250206,708,2,2.0,2,49005.0,40500.0,8505.0,0.0
4637,1000005493,20250428,1117,1,,2608,44460.0,36000.0,7560.0,900.0
4638,1000005494,20241102,1484,1,,845,27036.0,21600.0,4536.0,900.0
4639,1000005496,20250602,393,1,,1467,40404.0,32400.0,6804.0,1200.0
4640,1000005497,20241216,1403,1,,2124,15720.0,12000.0,2520.0,1200.0
4641,1000005500,20240828,1132,2,1.0,1,28459.2,23520.0,4939.2,0.0
4642,1000005501,20241215,985,2,1.0,1,17242.5,14250.0,2992.5,0.0
4643,1000005503,20250913,1123,1,,2413,14520.0,12000.0,2520.0,0.0
4644,1000005504,20240603,784,1,,3077,37500.0,30000.0,6300.0,1200.0
4645,1000005505,20250516,602,2,4.0,4,16335.0,13500.0,2835.0,0.0
4646,1000005506,20240408,1059,2,4.0,4,110533.5,91350.0,19183.5,0.0
4647,1000005507,20240819,1215,1,,3186,44351.1,35910.0,7541.1,900.0
4648,1000005508,20240421,429,2,2.0,2,32670.0,27000.0,5670.0,0.0
4649,1000005509,20241210,631,2,2.0,2,54313.88,44887.5,9426.38,0.0
4650,1000005510,20250625,372,1,,2579,30240.0,24000.0,5040.0,1200.0
4651,1000005511,20250320,32,2,4.0,4,17242.5,14250.0,2992.5,0.0
4652,1000005512,20240820,277,1,,1941,14268.0,10800.0,2268.0,1200.0
4653,1000005513,20250924,243,2,3.0,3,17242.5,14250.0,2992.5,0.0
4654,1000005514,20240707,693,2,2.0,2,49005.0,40500.0,8505.0,0.0
4655,1000005515,20241123,1241,2,1.0,1,119517.75,98775.0,20742.75,0.0
4656,1000005516,20250930,536,1,,2841,19287.0,14700.0,3087.0,1500.0
4657,1000005517,20240722,1302,1,,3116,78752.85,65085.0,13667.85,0.0
4658,1000005519,20250410,444,2,2.0,2,28459.2,23520.0,4939.2,0.0
4659,1000005520,20240420,993,1,,1858,87748.8,71280.0,14968.8,1500.0
4660,1000005521,20250920,939,1,,1903,47754.75,38475.0,8079.75,1200.0
4661,1000005522,20240519,502,1,,819,79390.2,64620.0,13570.2,1200.0
4662,1000005523,20240729,22,1,,2300,15518.25,12825.0,2693.25,0.0
4663,1000005524,20250826,856,1,,2925,20865.0,16500.0,3465.0,900.0
4664,1000005525,20250514,1436,2,2.0,2,29461.08,24348.0,5113.08,0.0
4665,1000005526,20240102,1335,1,,2321,14268.0,10800.0,2268.0,1200.0
4666,1000005527,20250315,856,2,1.0,1,53361.0,44100.0,9261.0,0.0
4667,1000005528,20240127,325,1,,1954,15683.7,11970.0,2513.7,1200.0
4668,1000005530,20250108,357,2,2.0,2,34485.0,28500.0,5985.0,0.0
4669,1000005531,20240129,29,2,4.0,4,45738.0,37800.0,7938.0,0.0
4670,1000005532,20250228,306,2,1.0,1,54450.0,45000.0,9450.0,0.0
4671,1000005533,20250225,710,1,,2120,32670.0,27000.0,5670.0,0.0
4672,1000005534,20250828,11,2,3.0,3,44823.24,37044.0,7779.24,0.0
4673,1000005535,20250521,785,1,,518,83108.85,68685.0,14423.85,0.0
4674,1000005536,20250819,691,1,,1440,70414.5,57450.0,12064.5,900.0
4675,1000005537,20241120,640,2,1.0,1,44866.8,37080.0,7786.8,0.0
4676,1000005538,20240920,937,1,,1745,54861.0,44100.0,9261.0,1500.0
4677,1000005540,20240702,365,1,,1475,20257.5,15750.0,3307.5,1200.0
4678,1000005541,20241123,719,1,,2670,76641.0,62100.0,13041.0,1500.0
4679,1000005542,20250506,455,1,,752,57410.55,46455.0,9755.55,1200.0
4680,1000005543,20250412,1347,2,3.0,3,27588.0,22800.0,4788.0,0.0
4681,1000005544,20250424,244,1,,2474,13968.0,10800.0,2268.0,900.0
4682,1000005546,20240430,44,1,,664,25022.4,19440.0,4082.4,1500.0
4683,1000005547,20241130,993,1,,1225,38852.7,30870.0,6482.7,1500.0
4684,1000005548,20250418,1358,2,1.0,1,34485.0,28500.0,5985.0,0.0
4685,1000005549,20240901,1103,2,4.0,4,15518.25,12825.0,2693.25,0.0
4686,1000005551,20250913,882,1,,24,79245.0,64500.0,13545.0,1200.0
4687,1000005552,20240702,1324,2,4.0,4,53996.25,44625.0,9371.25,0.0
4688,1000005553,20250806,1102,1,,781,29040.0,24000.0,5040.0,0.0
4689,1000005554,20250224,547,2,3.0,3,28459.2,23520.0,4939.2,0.0
4690,1000005555,20240314,833,2,1.0,1,28459.2,23520.0,4939.2,0.0
4691,1000005557,20240401,51,1,,1815,36474.0,29400.0,6174.0,900.0
4692,1000005558,20240712,1234,1,,864,15841.08,12348.0,2593.08,900.0
4693,1000005561,20240612,861,1,,1337,13968.0,10800.0,2268.0,900.0
4694,1000005562,20250503,861,1,,1450,17508.3,13230.0,2778.3,1500.0
4695,1000005564,20240218,882,2,2.0,2,26136.0,21600.0,4536.0,0.0
4696,1000005566,20240528,1333,1,,631,13968.0,10800.0,2268.0,900.0
4697,1000005567,20250806,537,2,2.0,2,18150.0,15000.0,3150.0,0.0
4698,1000005568,20240106,825,1,,1856,13794.0,11400.0,2394.0,0.0
4699,1000005569,20241114,243,2,3.0,3,14229.6,11760.0,2469.6,0.0
4700,1000005570,20240715,233,2,4.0,4,107811.0,89100.0,18711.0,0.0
4701,1000005571,20250419,384,1,,1900,51727.5,42750.0,8977.5,0.0
4702,1000005572,20250927,204,2,4.0,4,41164.2,34020.0,7144.2,0.0
4703,1000005573,20250331,1272,1,,1953,55650.0,45000.0,9450.0,1200.0
4704,1000005574,20240418,1468,2,1.0,1,39204.0,32400.0,6804.0,0.0
4705,1000005575,20240312,1326,2,3.0,3,28459.2,23520.0,4939.2,0.0
4706,1000005576,20250329,141,1,,1125,29882.16,24696.0,5186.16,0.0
4707,1000005577,20240731,746,1,,3113,55213.88,44887.5,9426.38,900.0
4708,1000005578,20240707,1479,2,2.0,2,48024.9,39690.0,8334.9,0.0
4709,1000005580,20250428,276,1,,1787,33870.0,27000.0,5670.0,1200.0
4710,1000005581,20241222,974,2,4.0,4,62254.5,51450.0,10804.5,0.0
4711,1000005582,20241220,653,2,2.0,2,13068.0,10800.0,2268.0,0.0
4712,1000005583,20240211,993,1,,2623,58399.2,47520.0,9979.2,900.0
4713,1000005585,20240217,1451,1,,960,28923.6,23160.0,4863.6,900.0
4714,1000005586,20241225,866,2,4.0,4,17787.0,14700.0,3087.0,0.0
4715,1000005587,20240723,88,1,,2722,30492.0,25200.0,5292.0,0.0
4716,1000005588,20240818,994,2,3.0,3,18676.35,15435.0,3241.35,0.0
4717,1000005589,20241003,1015,1,,732,60257.76,49056.0,10301.76,900.0
4718,1000005591,20240513,304,1,,537,44651.1,35910.0,7541.1,1200.0
4719,1000005592,20240406,925,2,3.0,3,35937.0,29700.0,6237.0,0.0
4720,1000005593,20250610,283,2,4.0,4,57680.7,47670.0,10010.7,0.0
4721,1000005594,20240402,1061,1,,2600,56929.05,46305.0,9724.05,900.0
4722,1000005595,20250217,429,1,,318,18687.0,14700.0,3087.0,900.0
4723,1000005596,20250303,705,1,,115,13968.0,10800.0,2268.0,900.0
4724,1000005597,20241019,516,1,,2969,17787.0,14700.0,3087.0,0.0
4725,1000005598,20241205,978,1,,916,56029.05,46305.0,9724.05,0.0
4726,1000005599,20241121,332,1,,431,19866.75,15675.0,3291.75,900.0
4727,1000005600,20241203,43,2,3.0,3,74052.0,61200.0,12852.0,0.0
4728,1000005601,20250422,853,1,,1389,13914.6,10260.0,2154.6,1500.0
4729,1000005602,20250422,209,2,4.0,4,18676.35,15435.0,3241.35,0.0
4730,1000005603,20240415,1476,1,,2000,19350.0,15000.0,3150.0,1200.0
4731,1000005604,20240304,1331,1,,1530,53336.4,42840.0,8996.4,1500.0
4732,1000005605,20250304,1400,2,3.0,3,42688.8,35280.0,7408.8,0.0
4733,1000005606,20240410,248,1,,963,13794.0,11400.0,2394.0,0.0
4734,1000005608,20240414,543,2,1.0,1,14520.0,12000.0,2520.0,0.0
4735,1000005609,20250126,1452,2,2.0,2,85395.75,70575.0,14820.75,0.0
4736,1000005611,20241029,135,2,2.0,2,94743.0,78300.0,16443.0,0.0
4737,1000005612,20250708,1462,1,,209,35803.5,28350.0,5953.5,1500.0
4738,1000005613,20250526,1149,1,,1237,31755.0,25500.0,5355.0,900.0
4739,1000005614,20240824,1485,2,2.0,2,14483.7,11970.0,2513.7,0.0
4740,1000005615,20240705,905,1,,601,80697.0,65700.0,13797.0,1200.0
4741,1000005616,20250416,1236,2,1.0,1,54613.35,45135.0,9478.35,0.0
4742,1000005617,20250712,176,1,,2010,14994.0,11400.0,2394.0,1200.0
4743,1000005619,20240727,1386,1,,43,60814.2,49020.0,10294.2,1500.0
4744,1000005620,20240309,121,1,,2170,51158.4,41040.0,8618.4,1500.0
4745,1000005621,20250819,954,1,,2224,40704.0,32400.0,6804.0,1500.0
4746,1000005622,20250813,90,1,,71,92776.35,75435.0,15841.35,1500.0
4747,1000005623,20250904,347,1,,2839,24422.4,19440.0,4082.4,900.0
4748,1000005624,20241005,1486,1,,1203,25729.2,20520.0,4309.2,900.0
4749,1000005625,20240422,223,1,,1744,19050.0,15000.0,3150.0,900.0
4750,1000005627,20240403,1199,2,2.0,2,84942.0,70200.0,14742.0,0.0
4751,1000005628,20250919,58,1,,1295,61395.0,49500.0,10395.0,1500.0
4752,1000005629,20241231,78,2,2.0,2,73863.24,61044.0,12819.24,0.0
4753,1000005630,20250307,888,1,,2108,16373.4,12540.0,2633.4,1200.0
4754,1000005631,20241229,1472,2,4.0,4,44104.5,36450.0,7654.5,0.0
4755,1000005632,20250826,1477,1,,3144,81386.7,66270.0,13916.7,1200.0
4756,1000005633,20241016,1104,1,,1225,32781.0,26100.0,5481.0,1200.0
4757,1000005635,20250609,715,1,,3131,57528.0,46800.0,9828.0,900.0
4758,1000005636,20241206,1295,1,,2031,44460.0,36000.0,7560.0,900.0
4759,1000005637,20250629,1237,2,3.0,3,118265.4,97740.0,20525.4,0.0
4760,1000005638,20250521,1202,1,,528,54778.8,44280.0,9298.8,1200.0
4761,1000005639,20241122,1014,2,1.0,1,36300.0,30000.0,6300.0,0.0
4762,1000005640,20240128,701,2,3.0,3,84107.1,69510.0,14597.1,0.0
4763,1000005641,20240719,232,1,,1781,13068.0,10800.0,2268.0,0.0
4764,1000005642,20240911,812,2,1.0,1,15173.4,12540.0,2633.4,0.0
4765,1000005643,20250814,1322,1,,104,43888.8,35280.0,7408.8,1200.0
4766,1000005644,20240310,1443,1,,2487,38833.5,31350.0,6583.5,900.0
4767,1000005645,20240516,1047,1,,1766,60504.6,49260.0,10344.6,900.0
4768,1000005646,20240325,669,1,,2785,34487.1,27510.0,5777.1,1200.0
4769,1000005647,20250502,23,1,,307,27036.0,21600.0,4536.0,900.0
4770,1000005648,20240725,1163,1,,451,52627.5,42750.0,8977.5,900.0
4771,1000005649,20240420,97,2,3.0,3,13794.0,11400.0,2394.0,0.0
4772,1000005650,20250805,366,1,,2883,83601.0,68100.0,14301.0,1200.0
4773,1000005651,20250810,429,1,,1019,14694.0,11400.0,2394.0,900.0
4774,1000005653,20250605,1313,2,2.0,2,29403.0,24300.0,5103.0,0.0
4775,1000005655,20240330,291,1,,2027,29214.0,23400.0,4914.0,900.0
4776,1000005656,20241115,1359,1,,1882,14268.0,10800.0,2268.0,1200.0
4777,1000005657,20241008,685,2,2.0,2,34485.0,28500.0,5985.0,0.0
4778,1000005658,20250315,1370,2,4.0,4,88209.0,72900.0,15309.0,0.0
4779,1000005659,20241024,350,2,2.0,2,32016.6,26460.0,5556.6,0.0
4780,1000005660,20240223,1135,1,,3181,78763.5,64350.0,13513.5,900.0
4781,1000005662,20250304,208,2,3.0,3,34485.0,28500.0,5985.0,0.0
4782,1000005663,20250521,511,2,4.0,4,86466.6,71460.0,15006.6,0.0
4783,1000005664,20240405,951,1,,1376,14701.5,12150.0,2551.5,0.0
4784,1000005666,20240720,1435,1,,2193,37437.0,29700.0,6237.0,1500.0
4785,1000005667,20250405,748,2,2.0,2,29403.0,24300.0,5103.0,0.0
4786,1000005668,20250905,542,1,,2195,36300.0,30000.0,6300.0,0.0
4787,1000005669,20250322,430,1,,801,87712.5,71250.0,14962.5,1500.0
4788,1000005672,20250322,426,2,2.0,2,26136.0,21600.0,4536.0,0.0
4789,1000005673,20240322,1248,2,3.0,3,28459.2,23520.0,4939.2,0.0
4790,1000005675,20240331,665,1,,398,14694.0,11400.0,2394.0,900.0
4791,1000005676,20250617,337,2,1.0,1,49005.0,40500.0,8505.0,0.0
4792,1000005677,20240603,602,1,,1854,80912.7,66870.0,14042.7,0.0
4793,1000005678,20250606,118,1,,680,67881.0,56100.0,11781.0,0.0
4794,1000005679,20250524,119,2,3.0,3,69877.5,57750.0,12127.5,0.0
4795,1000005680,20250319,996,1,,2847,28942.8,22680.0,4762.8,1500.0
4796,1000005681,20250816,143,2,4.0,4,41382.0,34200.0,7182.0,0.0
4797,1000005682,20241123,191,1,,1450,54450.0,45000.0,9450.0,0.0
4798,1000005683,20241102,616,1,,2738,14568.0,10800.0,2268.0,1500.0
4799,1000005684,20240531,758,2,1.0,1,48279.0,39900.0,8379.0,0.0
4800,1000005685,20241126,605,1,,600,55350.0,45000.0,9450.0,900.0
4801,1000005686,20240108,1038,1,,1331,39204.0,32400.0,6804.0,0.0
4802,1000005687,20240731,754,1,,2605,29359.2,23520.0,4939.2,900.0
4803,1000005688,20240515,273,1,,2824,13968.0,10800.0,2268.0,900.0
4804,1000005689,20240731,466,2,1.0,1,47988.6,39660.0,8328.6,0.0
4805,1000005691,20250111,706,2,4.0,4,17151.75,14175.0,2976.75,0.0
4806,1000005693,20240721,1375,1,,1539,27036.0,21600.0,4536.0,900.0
4807,1000005694,20240512,6,2,3.0,3,72926.7,60270.0,12656.7,0.0
4808,1000005695,20240219,729,2,4.0,4,13068.0,10800.0,2268.0,0.0
4809,1000005697,20241108,1493,1,,2130,14994.0,11400.0,2394.0,1200.0
4810,1000005698,20250211,166,1,,3100,15841.08,12348.0,2593.08,900.0
4811,1000005699,20250525,1056,1,,1291,33144.0,26400.0,5544.0,1200.0
4812,1000005702,20240101,1042,2,2.0,2,18150.0,15000.0,3150.0,0.0
4813,1000005703,20240609,1013,1,,2393,13314.6,10260.0,2154.6,900.0
4814,1000005704,20241011,1392,2,2.0,2,12414.6,10260.0,2154.6,0.0
4815,1000005705,20241115,175,2,2.0,2,78262.8,64680.0,13582.8,0.0
4816,1000005706,20240817,1434,1,,2989,53172.0,43200.0,9072.0,900.0
4817,1000005708,20250318,919,1,,2101,42282.0,34200.0,7182.0,900.0
4818,1000005710,20250627,530,1,,1207,24722.4,19440.0,4082.4,1200.0
4819,1000005711,20241206,608,2,2.0,2,51727.5,42750.0,8977.5,0.0
4820,1000005712,20240711,574,1,,3185,30240.0,24000.0,5040.0,1200.0
4821,1000005713,20250206,781,1,,2154,51003.6,41160.0,8643.6,1200.0
4822,1000005714,20250502,1019,1,,3084,39319.92,31752.0,6667.92,900.0
4823,1000005716,20240110,1306,2,3.0,3,83758.62,69222.0,14536.62,0.0
4824,1000005717,20250826,1382,2,4.0,4,57172.5,47250.0,9922.5,0.0
4825,1000005720,20241206,743,2,2.0,2,56555.4,46740.0,9815.4,0.0
4826,1000005721,20250909,319,2,1.0,1,28459.2,23520.0,4939.2,0.0
4827,1000005722,20241113,782,1,,2574,39349.2,32520.0,6829.2,0.0
4828,1000005723,20240916,799,2,2.0,2,30346.8,25080.0,5266.8,0.0
4829,1000005724,20240716,870,2,4.0,4,42688.8,35280.0,7408.8,0.0
4830,1000005727,20240106,75,1,,1061,43172.4,34440.0,7232.4,1500.0
4831,1000005728,20240310,576,1,,1093,50205.0,40500.0,8505.0,1200.0
4832,1000005729,20240831,1326,1,,2891,27036.0,21600.0,4536.0,900.0
4833,1000005730,20241206,731,1,,333,38143.8,30780.0,6463.8,900.0
4834,1000005731,20240510,1387,2,3.0,3,39204.0,32400.0,6804.0,0.0
4835,1000005734,20240803,297,1,,958,47845.5,38550.0,8095.5,1200.0
4836,1000005735,20240223,974,2,3.0,3,39204.0,32400.0,6804.0,0.0
4837,1000005736,20240815,1387,2,2.0,2,31305.12,25872.0,5433.12,0.0
4838,1000005737,20250406,39,1,,1528,77367.0,62700.0,13167.0,1500.0
4839,1000005738,20240816,192,1,,1864,35929.5,28950.0,6079.5,900.0
4840,1000005740,20250831,1297,1,,724,44460.0,36000.0,7560.0,900.0
4841,1000005741,20250105,1389,1,,788,47601.0,38100.0,8001.0,1500.0
4842,1000005742,20250806,1462,1,,3061,20176.35,15435.0,3241.35,1500.0
4843,1000005744,20241205,1060,2,1.0,1,32125.5,26550.0,5575.5,0.0
4844,1000005745,20240901,973,2,3.0,3,51727.5,42750.0,8977.5,0.0
4845,1000005747,20240710,1079,2,2.0,2,73093.68,60408.0,12685.68,0.0
4846,1000005748,20250525,451,1,,2704,109128.45,89445.0,18783.45,900.0
4847,1000005749,20240322,210,1,,2124,33516.6,26460.0,5556.6,1500.0
4848,1000005750,20241111,273,1,,532,27336.0,21600.0,4536.0,1200.0
4849,1000005752,20240912,825,1,,1192,29867.4,23940.0,5027.4,900.0
4850,1000005753,20250405,1358,2,1.0,1,14229.6,11760.0,2469.6,0.0
4851,1000005754,20250307,967,1,,735,44324.4,35640.0,7484.4,1200.0
4852,1000005755,20240808,1377,1,,1195,87120.0,72000.0,15120.0,0.0
4853,1000005756,20240405,573,2,4.0,4,39204.0,32400.0,6804.0,0.0
4854,1000005757,20240525,1148,2,1.0,1,43923.0,36300.0,7623.0,0.0
4855,1000005758,20250626,1274,2,4.0,4,41382.0,34200.0,7182.0,0.0
4856,1000005759,20240701,147,2,4.0,4,14483.7,11970.0,2513.7,0.0
4857,1000005760,20240224,1119,2,1.0,1,14229.6,11760.0,2469.6,0.0
4858,1000005761,20241211,958,1,,979,14568.0,10800.0,2268.0,1500.0
4859,1000005762,20250105,1006,2,4.0,4,41382.0,34200.0,7182.0,0.0
4860,1000005763,20250405,752,1,,2177,43148.28,34668.0,7280.28,1200.0
4861,1000005764,20250724,689,1,,2115,39204.0,32400.0,6804.0,0.0
4862,1000005765,20241124,931,2,1.0,1,51110.4,42240.0,8870.4,0.0
4863,1000005766,20240607,853,1,,2296,44760.0,36000.0,7560.0,1200.0
4864,1000005767,20250902,1451,1,,1145,13068.0,10800.0,2268.0,0.0
4865,1000005768,20250326,1045,1,,531,55105.5,44550.0,9355.5,1200.0
4866,1000005770,20241026,855,1,,1325,37200.0,30000.0,6300.0,900.0
4867,1000005771,20240116,381,1,,1933,55350.0,45000.0,9450.0,900.0
4868,1000005772,20250905,1336,1,,1628,29940.0,24000.0,5040.0,900.0
4869,1000005773,20250209,209,1,,1177,40704.0,32400.0,6804.0,1500.0
4870,1000005774,20241122,233,1,,2188,14994.0,11400.0,2394.0,1200.0
4871,1000005775,20250718,398,2,1.0,1,28749.6,23760.0,4989.6,0.0
4872,1000005777,20250403,136,1,,162,48642.0,40200.0,8442.0,0.0
4873,1000005778,20250810,149,2,4.0,4,14520.0,12000.0,2520.0,0.0
4874,1000005779,20240427,649,2,3.0,3,15246.0,12600.0,2646.0,0.0
4875,1000005780,20250918,680,1,,331,27036.0,21600.0,4536.0,900.0
4876,1000005781,20240701,98,1,,3024,20557.5,15750.0,3307.5,1500.0
4877,1000005782,20241019,142,2,4.0,4,33359.7,27570.0,5789.7,0.0
4878,1000005784,20250116,953,1,,1524,15720.0,12000.0,2520.0,1200.0
4879,1000005785,20240928,1355,1,,1471,28488.0,22800.0,4788.0,900.0
4880,1000005786,20240505,610,1,,23,15429.6,11760.0,2469.6,1200.0
4881,1000005787,20250121,536,2,3.0,3,13794.0,11400.0,2394.0,0.0
4882,1000005788,20250407,361,1,,1878,30240.0,24000.0,5040.0,1200.0
4883,1000005789,20240117,1339,1,,2200,76404.0,62400.0,13104.0,900.0
