location_sk,id_location,address_line1,city,id_province,postal_code
1186,2182,Calle 3796,La Plata,1,9442
1187,2183,Calle 6692,La Plata,1,8366
1188,2184,Calle 9644,Mar del Plata,1,7599
1189,2185,Calle 1001,Mar del Plata,1,7636
1190,2186,Calle 254,Rosario,3,9857
1191,2187,Calle 2957,CABA,1,6372
1192,2188,Calle 5998,La Plata,1,2718
1193,2189,Calle 1194,CABA,1,2191
1194,2190,Calle 7483,La Plata,1,4853
1195,2191,Calle 4732,Río Cuarto,2,3078
1196,2192,Calle 9916,Rosario,3,9884
1197,2193,Calle 4109,San Rafael,4,5884
1198,2194,Calle 8392,Rafaela,3,2376
1199,2195,Calle 8941,Mar del Plata,1,8231
1200,2196,Calle 3855,CABA,1,7397
1201,2197,Calle 3060,Mar del Plata,1,5503
1202,2198,Calle 1041,Rafaela,3,9108
1203,2199,Calle 2457,Mar del Plata,1,9287
1204,2200,Calle 2122,Córdoba,2,9092
1205,2201,Calle 5215,Rafaela,3,7530
1206,2202,Calle 6041,Córdoba,2,1489
1207,2203,Calle 6242,Santa Fe,3,8481
1208,2204,Calle 2752,CABA,1,6613
1209,2205,Calle 8579,CABA,1,4213
1210,2206,Calle 4820,Mar del Plata,1,3180
1211,2207,Calle 6413,Villa Carlos Paz,2,6573
1212,2208,Calle 5372,CABA,1,8918
1213,2209,Calle 6375,Godoy Cruz,4,7613
1214,2210,Calle 5626,Rosario,3,2674
1215,2211,Calle 1741,Rafaela,3,7049
1216,2212,Calle 8023,Mar del Plata,1,6314
1217,2213,Calle 4708,Villa Carlos Paz,2,4181
1218,2214,Calle 8394,Córdoba,2,8884
1219,2215,Calle 8545,CABA,1,5409
1220,2216,Calle 3444,La Plata,1,6328
1221,2217,Calle 5371,La Plata,1,3842
1222,2218,Calle 6873,Córdoba,2,4901
1223,2219,Calle 751,La Plata,1,3452
1224,2220,Calle 577,CABA,1,7273
1225,2221,Calle 9695,Mendoza,4,3156
1226,2222,Calle 2127,La Plata,1,7589
1227,2223,Calle 9133,Santa Fe,3,6315
1228,2224,Calle 8830,La Plata,1,3745
1229,2225,Calle 8360,La Plata,1,9869
1230,2226,Calle 5960,Villa Carlos Paz,2,3912
1231,2227,Calle 1945,Mar del Plata,1,6444
1232,2228,Calle 646,CABA,1,7103
1233,2229,Calle 1192,Córdoba,2,6340
1234,2230,Calle 5309,CABA,1,9548
1235,2231,Calle 9103,Villa Carlos Paz,2,5651
1236,2232,Calle 8599,Mar del Plata,1,9038
1237,2233,Calle 3639,Mar del Plata,1,5795
1238,2234,Calle 2126,CABA,1,7042
1239,2235,Calle 8616,CABA,1,3190
1240,2236,Calle 3280,Rosario,3,5994
1241,2237,Calle 133,Mar del Plata,1,7805
1242,2238,Calle 9057,CABA,1,9724
1243,2239,Calle 8499,Santa Fe,3,3899
1244,2240,Calle 7607,Santa Fe,3,5352
1245,2241,Calle 9359,CABA,1,2478
1246,2242,Calle 7432,Rafaela,3,2675
1247,2243,Calle 7202,CABA,1,3876
1248,2244,Calle 3250,CABA,1,4049
1249,2245,Calle 2543,CABA,1,7749
1250,2246,Calle 6998,San Rafael,4,5967
1251,2247,Calle 3875,Córdoba,2,5006
1252,2248,Calle 5048,Mar del Plata,1,9013
1253,2249,Calle 3586,Villa Carlos Paz,2,5049
1254,2250,Calle 4160,Villa Carlos Paz,2,3956
1255,2251,Calle 7190,Río Cuarto,2,8211
1256,2252,Calle 4039,La Plata,1,9634
1257,2253,Calle 8034,Córdoba,2,9502
1258,2254,Calle 1615,CABA,1,1889
1259,2255,Calle 729,CABA,1,8628
1260,2256,Calle 7183,Mar del Plata,1,7098
1261,2257,Calle 8766,CABA,1,4309
1262,2258,Calle 3872,La Plata,1,6254
1263,2259,Calle 2671,La Plata,1,1374
1264,2260,Calle 9616,Córdoba,2,2515
1265,2261,Calle 8379,La Plata,1,1080
1266,2262,Calle 3448,Mendoza,4,2522
1267,2263,Calle 2473,CABA,1,4395
1268,2264,Calle 7543,Mar del Plata,1,1876
1269,2265,Calle 1463,Río Cuarto,2,7597
1270,2266,Calle 686,CABA,1,8315
1271,2267,Calle 8670,Río Cuarto,2,4507
1272,2268,Calle 7069,CABA,1,9784
1273,2269,Calle 4940,Villa Carlos Paz,2,5621
1274,2270,Calle 373,La Plata,1,9598
1275,2271,Calle 9445,Mendoza,4,3459
1276,2272,Calle 9690,CABA,1,6733
1277,2273,Calle 21,Rosario,3,3100
1278,2274,Calle 3750,Rosario,3,5513
1279,2275,Calle 9007,La Plata,1,7346
1280,2276,Calle 3474,Rosario,3,3558
1281,2277,Calle 882,La Plata,1,3653
1282,2278,Calle 4554,La Plata,1,8259
1283,2279,Calle 367,Mar del Plata,1,3072
1284,2280,Calle 5610,CABA,1,1124
1285,2281,Calle 531,Villa Carlos Paz,2,1276
1286,2282,Calle 8133,Godoy Cruz,4,7038
1287,2283,Calle 1064,Santa Fe,3,7094
1288,2284,Calle 4033,CABA,1,3242
1289,2285,Calle 1812,CABA,1,2941
1290,2286,Calle 437,CABA,1,2644
1291,2287,Calle 8012,CABA,1,9919
1292,2288,Calle 6001,Mar del Plata,1,1499
1293,2289,Calle 997,San Rafael,4,9329
1294,2290,Calle 4039,CABA,1,6441
1295,2291,Calle 5917,Godoy Cruz,4,5919
1296,2292,Calle 1872,Rosario,3,1285
1297,2293,Calle 8712,La Plata,1,8320
1298,2294,Calle 4158,Río Cuarto,2,2974
1299,2295,Calle 3283,CABA,1,8200
1300,2296,Calle 7157,Santa Fe,3,2049
1301,2297,Calle 7783,CABA,1,5358
1302,2298,Calle 5089,CABA,1,2111
1303,2299,Calle 7957,Mar del Plata,1,5133
1304,2300,Calle 4304,Mar del Plata,1,5416
1305,2301,Calle 1078,Mar del Plata,1,5186
1306,2302,Calle 4877,Mar del Plata,1,7471
1307,2303,Calle 3665,San Rafael,4,8589
1308,2304,Calle 6263,Villa Carlos Paz,2,2672
1309,2305,Calle 2433,Mendoza,4,1804
1310,2306,Calle 4068,La Plata,1,8158
1311,2307,Calle 8445,Mar del Plata,1,2866
1312,2308,Calle 4328,Rosario,3,1431
1313,2309,Calle 7549,Mar del Plata,1,2458
1314,2310,Calle 450,CABA,1,2557
1315,2311,Calle 3854,Mendoza,4,3401
1316,2312,Calle 368,La Plata,1,9326
1317,2313,Calle 8956,Rosario,3,9767
1318,2314,Calle 7394,CABA,1,8214
1319,2315,Calle 8833,CABA,1,5251
1320,2316,Calle 5247,La Plata,1,3946
1321,2317,Calle 4908,CABA,1,2376
1322,2318,Calle 9674,La Plata,1,9268
1323,2319,Calle 9480,La Plata,1,5376
1324,2320,Calle 1932,Córdoba,2,2843
1325,2321,Calle 9042,La Plata,1,8987
1326,2322,Calle 9064,Río Cuarto,2,7183
1327,2323,Calle 9520,La Plata,1,3977
1328,2324,Calle 6909,Río Cuarto,2,7165
1329,2325,Calle 4339,Mar del Plata,1,5352
1330,2326,Calle 1062,CABA,1,6538
1331,2327,Calle 5826,CABA,1,5509
1332,2328,Calle 8234,CABA,1,9759
1333,2329,Calle 3735,Mar del Plata,1,3252
1334,2330,Calle 8638,CABA,1,7961
1335,2331,Calle 1462,Córdoba,2,2850
1336,2332,Calle 2675,Mar del Plata,1,2768
1337,2333,Calle 6679,Mar del Plata,1,5073
1338,2334,Calle 9115,Godoy Cruz,4,6446
1339,2335,Calle 4562,Godoy Cruz,4,5295
1340,2336,Calle 5209,Villa Carlos Paz,2,5737
1341,2337,Calle 6823,Mar del Plata,1,8933
1342,2338,Calle 4239,Rosario,3,9957
1343,2339,Calle 47,San Rafael,4,2587
1344,2340,Calle 6779,La Plata,1,6348
1345,2341,Calle 6170,San Rafael,4,9821
1346,2342,Calle 6486,Río Cuarto,2,6105
1347,2343,Calle 1480,La Plata,1,6137
1348,2344,Calle 2209,Mar del Plata,1,1959
1349,2345,Calle 6251,Mendoza,4,2857
1350,2346,Calle 1014,La Plata,1,4393
1351,2347,Calle 2061,La Plata,1,6368
1352,2348,Calle 7955,Villa Carlos Paz,2,5933
1353,2349,Calle 4100,Mar del Plata,1,7165
1354,2350,Calle 9122,Villa Carlos Paz,2,9151
1355,2351,Calle 4295,La Plata,1,6156
1356,2352,Calle 7260,Santa Fe,3,8382
1357,2353,Calle 3151,Rosario,3,7965
1358,2354,Calle 4229,La Plata,1,4019
1359,2355,Calle 888,La Plata,1,6685
1360,2356,Calle 6972,Mendoza,4,3865
1361,2357,Calle 7016,La Plata,1,6089
1362,2358,Calle 1104,La Plata,1,2295
1363,2359,Calle 1513,CABA,1,9739
1364,2360,Calle 101,Córdoba,2,8775
1365,2361,Calle 8103,Godoy Cruz,4,2296
1366,2362,Calle 7276,Villa Carlos Paz,2,3210
1367,2363,Calle 6964,Rosario,3,3697
1368,2364,Calle 3749,La Plata,1,4735
1369,2365,Calle 6323,Mar del Plata,1,6740
1370,2366,Calle 8423,La Plata,1,3021
1371,2367,Calle 8249,Córdoba,2,5396
1372,2368,Calle 4170,La Plata,1,5672
1373,2369,Calle 3225,CABA,1,4171
1374,2370,Calle 4678,Godoy Cruz,4,2390
1375,2371,Calle 3380,La Plata,1,3725
1376,2372,Calle 9095,CABA,1,2192
1377,2373,Calle 8895,CABA,1,5045
1378,2374,Calle 3185,Mar del Plata,1,6324
1379,2375,Calle 4371,CABA,1,4760
1380,2376,Calle 1702,Mar del Plata,1,8217
1381,2377,Calle 1098,Mar del Plata,1,5568
1382,2378,Calle 5890,Mar del Plata,1,1876
1383,2379,Calle 5925,Mar del Plata,1,4562
1384,2380,Calle 1756,Río Cuarto,2,4947
1385,2381,Calle 8231,La Plata,1,9828
1386,2382,Calle 9491,Rafaela,3,1998
1387,2383,Calle 7885,Godoy Cruz,4,8853
1388,2384,Calle 2254,La Plata,1,1596
1389,2385,Calle 8855,Rafaela,3,3867
1390,2386,Calle 9122,CABA,1,3666
1391,2387,Calle 1691,Mar del Plata,1,1492
1392,2388,Calle 9283,Mendoza,4,4474
1393,2389,Calle 1917,CABA,1,3879
1394,2390,Calle 8553,Mar del Plata,1,7216
1395,2391,Calle 8322,CABA,1,7328
1396,2392,Calle 4842,CABA,1,2522
1397,2393,Calle 3855,Mar del Plata,1,4997
1398,2394,Calle 7907,Córdoba,2,4194
1399,2395,Calle 5184,Mar del Plata,1,1059
1400,2396,Calle 7489,Córdoba,2,7063
1401,2397,Calle 9640,San Rafael,4,6429
1402,2398,Calle 7142,Mendoza,4,7915
1403,2399,Calle 6439,CABA,1,2479
1404,2400,Calle 7324,Mendoza,4,7534
1405,2401,Calle 688,Santa Fe,3,7017
1406,2402,Calle 6877,Santa Fe,3,3307
1407,2403,Calle 9251,Mar del Plata,1,7363
1408,2404,Calle 3836,Rafaela,3,8741
1409,2405,Calle 7952,San Rafael,4,1501
1410,2406,Calle 2960,Santa Fe,3,8446
1411,2407,Calle 3879,Mar del Plata,1,3174
1412,2408,Calle 7448,Santa Fe,3,7228
1413,2409,Calle 9066,CABA,1,3280
1414,2410,Calle 5499,Santa Fe,3,8545
1415,2411,Calle 1479,Mar del Plata,1,8999
1416,2412,Calle 1223,CABA,1,5592
1417,2413,Calle 6600,Río Cuarto,2,3900
1418,2414,Calle 5477,La Plata,1,8360
1419,2415,Calle 6004,Santa Fe,3,6678
1420,2416,Calle 5226,CABA,1,1047
1421,2417,Calle 8142,La Plata,1,1815
1422,2418,Calle 5607,Córdoba,2,8526
1423,2419,Calle 4563,CABA,1,6375
1424,2420,Calle 7955,CABA,1,3636
1425,2421,Calle 1477,Córdoba,2,7381
1426,2422,Calle 103,Godoy Cruz,4,6757
1427,2423,Calle 1499,Córdoba,2,1016
1428,2424,Calle 1412,Rosario,3,2324
1429,2425,Calle 7219,Córdoba,2,4270
1430,2426,Calle 7049,CABA,1,1075
1431,2427,Calle 1420,Mar del Plata,1,6361
1432,2428,Calle 2308,Mar del Plata,1,7769
1433,2429,Calle 5647,Villa Carlos Paz,2,5571
1434,2430,Calle 1444,Santa Fe,3,8768
1435,2431,Calle 1355,Rafaela,3,1581
1436,2432,Calle 5764,CABA,1,4633
1437,2433,Calle 3496,La Plata,1,5194
1438,2434,Calle 5528,Rosario,3,7645
1439,2435,Calle 638,Godoy Cruz,4,4174
1440,2436,Calle 4119,Mar del Plata,1,9964
1441,2437,Calle 3734,Godoy Cruz,4,7650
1442,2438,Calle 5473,La Plata,1,5533
1443,2439,Calle 5498,La Plata,1,7505
1444,2440,Calle 160,CABA,1,6317
1445,2441,Calle 5071,Mar del Plata,1,4826
1446,2442,Calle 7581,Mendoza,4,1312
1447,2443,Calle 7294,La Plata,1,3902
1448,2444,Calle 6078,Villa Carlos Paz,2,2362
1449,2445,Calle 2216,Mendoza,4,6854
1450,2446,Calle 832,La Plata,1,6525
1451,2447,Calle 5686,Rosario,3,8211
1452,2448,Calle 719,La Plata,1,4133
1453,2449,Calle 812,Mar del Plata,1,1459
1454,2450,Calle 789,Córdoba,2,4542
1455,2451,Calle 3331,Rosario,3,1049
1456,2452,Calle 3515,CABA,1,2055
1457,2453,Calle 1537,Mar del Plata,1,3855
1458,2454,Calle 6125,CABA,1,3400
1459,2455,Calle 545,CABA,1,1213
1460,2456,Calle 8971,La Plata,1,8196
1461,2457,Calle 3959,Mar del Plata,1,3053
1462,2458,Calle 4735,Río Cuarto,2,4686
1463,2459,Calle 7512,La Plata,1,6375
1464,2460,Calle 5701,Mar del Plata,1,4481
1465,2461,Calle 6409,CABA,1,8526
1466,2462,Calle 1002,Mar del Plata,1,4585
1467,2463,Calle 1143,CABA,1,1652
1468,2464,Calle 5836,Rosario,3,9362
1469,2465,Calle 1912,CABA,1,8275
1470,2466,Calle 107,Rafaela,3,8479
1471,2467,Calle 9118,Rafaela,3,4048
1472,2468,Calle 9726,Mar del Plata,1,7475
1473,2469,Calle 6867,CABA,1,3317
1474,2470,Calle 3057,Mar del Plata,1,8591
1475,2471,Calle 18,Córdoba,2,6640
1476,2472,Calle 101,Mar del Plata,1,3756
1477,2473,Calle 2801,Río Cuarto,2,9556
1478,2474,Calle 5998,Río Cuarto,2,2743
1479,2475,Calle 8775,CABA,1,6127
1480,2476,Calle 2744,Villa Carlos Paz,2,7254
1481,2477,Calle 825,Mar del Plata,1,9765
1482,2478,Calle 9973,La Plata,1,3824
1483,2479,Calle 876,La Plata,1,3754
1484,2480,Calle 2911,CABA,1,9792
1485,2481,Calle 2217,Córdoba,2,5128
1486,2482,Calle 4568,La Plata,1,9599
1487,2483,Calle 9459,La Plata,1,1167
1488,2484,Calle 214,Río Cuarto,2,1830
1489,2485,Calle 2446,San Rafael,4,8191
1490,2486,Calle 1692,CABA,1,1678
1491,2487,Calle 5497,La Plata,1,7485
1492,2488,Calle 5644,CABA,1,8208
1493,2489,Calle 9578,La Plata,1,3163
1494,2490,Calle 2653,Río Cuarto,2,2212
1495,2491,Calle 670,Mar del Plata,1,2955
1496,2492,Calle 8868,Mar del Plata,1,7420
1497,2493,Calle 3327,CABA,1,1229
1498,2494,Calle 9129,La Plata,1,8544
1499,2495,Calle 6456,Mar del Plata,1,6931
1500,2496,Calle 4702,Mar del Plata,1,8224
1501,2497,Calle 5017,CABA,1,7829
1502,2498,Calle 9905,Mar del Plata,1,4109
1503,2499,Calle 2207,Santa Fe,3,5841
1504,2500,Calle 2252,La Plata,1,5367
1505,2501,Calle 8409,Mar del Plata,1,2607
1506,2502,Calle 5098,CABA,1,5319
1507,2503,Calle 3923,La Plata,1,8551
1508,2504,Calle 944,Rafaela,3,4684
1509,2505,Calle 570,CABA,1,2289
1510,2506,Calle 8184,Rafaela,3,5375
1511,2507,Calle 6397,Rafaela,3,9181
1512,2508,Calle 9615,Santa Fe,3,6496
1513,2509,Calle 7154,CABA,1,5437
1514,2510,Calle 9743,Mar del Plata,1,8059
1515,2511,Calle 1296,Mendoza,4,7061
1516,2512,Calle 9383,CABA,1,9323
1517,2513,Calle 6539,Rosario,3,7081
1518,2514,Calle 2978,La Plata,1,8425
1519,2515,Calle 9643,La Plata,1,7304
1520,2516,Calle 863,Godoy Cruz,4,5060
1521,2517,Calle 4932,Mendoza,4,1914
1522,2518,Calle 7503,Córdoba,2,1491
1523,2519,Calle 1999,Río Cuarto,2,3736
1524,2520,Calle 6036,Mendoza,4,2513
1525,2521,Calle 3427,CABA,1,3887
1526,2522,Calle 7548,Rafaela,3,1796
1527,2523,Calle 2681,Mar del Plata,1,9667
1528,2524,Calle 2419,Rafaela,3,8421
1529,2525,Calle 5308,Villa Carlos Paz,2,8668
1530,2526,Calle 765,CABA,1,3498
1531,2527,Calle 403,Mendoza,4,1595
1532,2528,Calle 2920,Godoy Cruz,4,6065
1533,2529,Calle 3193,Mar del Plata,1,5933
1534,2530,Calle 2023,San Rafael,4,9099
1535,2531,Calle 1993,Mendoza,4,6751
1536,2532,Calle 2884,La Plata,1,8940
1537,2533,Calle 6120,Mar del Plata,1,4844
1538,2534,Calle 7254,Mar del Plata,1,9555
1539,2535,Calle 7761,La Plata,1,6800
1540,2536,Calle 6994,La Plata,1,1569
1541,2537,Calle 9032,CABA,1,7374
1542,2538,Calle 8285,Rosario,3,1632
1543,2539,Calle 2556,CABA,1,4641
1544,2540,Calle 2997,Río Cuarto,2,8122
1545,2541,Calle 6596,La Plata,1,8251
1546,2542,Calle 3551,CABA,1,3644
1547,2543,Calle 9953,CABA,1,6670
1548,2544,Calle 9275,San Rafael,4,3926
1549,2545,Calle 2999,La Plata,1,7088
1550,2546,Calle 7845,Mendoza,4,9709
1551,2547,Calle 8058,Mar del Plata,1,1103
1552,2548,Calle 9157,Córdoba,2,3432
1553,2549,Calle 3601,Rosario,3,1939
1554,2550,Calle 6543,Rafaela,3,6986
1555,2551,Calle 4536,Mar del Plata,1,6217
1556,2552,Calle 1103,Córdoba,2,5385
1557,2553,Calle 5607,Mar del Plata,1,1277
1558,2554,Calle 9707,Villa Carlos Paz,2,8386
1559,2555,Calle 987,CABA,1,1297
1560,2556,Calle 245,CABA,1,2574
1561,2557,Calle 2453,Córdoba,2,4991
1562,2558,Calle 6612,San Rafael,4,7651
1563,2559,Calle 7776,Río Cuarto,2,7985
1564,2560,Calle 1310,Rosario,3,8173
1565,2561,Calle 7543,Córdoba,2,9924
1566,2562,Calle 3408,Mar del Plata,1,4326
1567,2563,Calle 6263,Río Cuarto,2,1505
1568,2564,Calle 5487,Río Cuarto,2,3371
1569,2565,Calle 1135,Mar del Plata,1,8967
1570,2566,Calle 9225,La Plata,1,8863
1571,2567,Calle 2299,Córdoba,2,7482
1572,2568,Calle 7132,Mar del Plata,1,8337
1573,2569,Calle 6878,Mendoza,4,7989
1574,2570,Calle 542,La Plata,1,6783
1575,2571,Calle 3264,Villa Carlos Paz,2,5462
1576,2572,Calle 7609,CABA,1,6867
1577,2573,Calle 3650,Villa Carlos Paz,2,7077
1578,2574,Calle 6030,Córdoba,2,9667
1579,2575,Calle 3382,Mar del Plata,1,2283
1580,2576,Calle 9169,Río Cuarto,2,6712
1581,2577,Calle 4064,La Plata,1,5786
1582,2578,Calle 1196,La Plata,1,7480
1583,2579,Calle 4235,Rosario,3,5670
1584,2580,Calle 6717,Villa Carlos Paz,2,3393
1585,2581,Calle 8201,La Plata,1,4580
1586,2582,Calle 9546,Río Cuarto,2,3583
1587,2583,Calle 7300,San Rafael,4,2886
1588,2584,Calle 5355,Santa Fe,3,4157
1589,2585,Calle 6071,Villa Carlos Paz,2,3058
1590,2586,Calle 4945,CABA,1,5987
1591,2587,Calle 3661,Mendoza,4,3317
1592,2588,Calle 3343,CABA,1,7446
1593,2589,Calle 6417,Mar del Plata,1,8722
1594,2590,Calle 1293,Villa Carlos Paz,2,2126
1595,2591,Calle 4889,Río Cuarto,2,7497
1596,2592,Calle 3651,CABA,1,1787
1597,2593,Calle 3122,CABA,1,1548
1598,2594,Calle 4797,La Plata,1,4406
1599,2595,Calle 7386,CABA,1,9264
1600,2596,Calle 460,Rafaela,3,3307
1601,2597,Calle 822,Mar del Plata,1,8983
1602,2598,Calle 7632,Rosario,3,5949
1603,2599,Calle 2543,Rosario,3,1768
1604,2600,Calle 9987,Mar del Plata,1,6543
1605,2601,Calle 2613,La Plata,1,9524
1606,2602,Calle 153,Córdoba,2,6409
1607,2603,Calle 3532,Córdoba,2,1359
1608,2604,Calle 7676,La Plata,1,8008
1609,2605,Calle 7169,CABA,1,6691
1610,2606,Calle 929,Mar del Plata,1,4450
1611,2607,Calle 3782,CABA,1,8989
1612,2608,Calle 4438,CABA,1,3081
1613,2609,Calle 9528,CABA,1,8441
1614,2610,Calle 2170,San Rafael,4,1958
1615,2611,Calle 6777,Rafaela,3,2664
1616,2612,Calle 8114,Río Cuarto,2,2734
1617,2613,Calle 6330,Mendoza,4,9795
1618,2614,Calle 7687,Mar del Plata,1,9286
1619,2615,Calle 9811,La Plata,1,7312
1620,2616,Calle 4174,Santa Fe,3,5053
1621,2617,Calle 7396,CABA,1,2633
1622,2618,Calle 1954,CABA,1,4861
1623,2619,Calle 6815,San Rafael,4,2211
1624,2620,Calle 4774,Santa Fe,3,3474
1625,2621,Calle 4126,Mar del Plata,1,6215
1626,2622,Calle 2876,CABA,1,5170
1627,2623,Calle 2979,La Plata,1,5739
1628,2624,Calle 2887,La Plata,1,5270
1629,2625,Calle 3200,Rosario,3,9840
1630,2626,Calle 4824,La Plata,1,5992
1631,2627,Calle 8333,Santa Fe,3,1192
1632,2628,Calle 170,CABA,1,9314
1633,2629,Calle 3105,La Plata,1,5216
1634,2630,Calle 3428,Mar del Plata,1,7784
1635,2631,Calle 8160,La Plata,1,3621
1636,2632,Calle 6855,Córdoba,2,9892
1637,2633,Calle 2193,Mar del Plata,1,3583
1638,2634,Calle 1169,Córdoba,2,1688
1639,2635,Calle 9529,Villa Carlos Paz,2,5003
1640,2636,Calle 6695,Córdoba,2,3947
1641,2637,Calle 5493,CABA,1,6564
1642,2638,Calle 1753,Mar del Plata,1,1714
1643,2639,Calle 2573,Córdoba,2,3896
1644,2640,Calle 1250,CABA,1,9378
1645,2641,Calle 2518,Río Cuarto,2,9778
1646,2642,Calle 139,Godoy Cruz,4,9697
1647,2643,Calle 959,Mar del Plata,1,3188
1648,2644,Calle 2911,La Plata,1,8245
1649,2645,Calle 8533,La Plata,1,7581
1650,2646,Calle 5093,Godoy Cruz,4,3118
1651,2647,Calle 1832,CABA,1,3372
1652,2648,Calle 281,CABA,1,1745
1653,2649,Calle 8715,La Plata,1,8956
1654,2650,Calle 1834,San Rafael,4,3513
1655,2651,Calle 4550,Río Cuarto,2,3635
1656,2652,Calle 9004,Córdoba,2,8077
1657,2653,Calle 2755,Mar del Plata,1,1088
1658,2654,Calle 2643,San Rafael,4,9912
1659,2655,Calle 64,CABA,1,6351
1660,2656,Calle 3850,Mar del Plata,1,6820
1661,2657,Calle 2801,Villa Carlos Paz,2,1977
1662,2658,Calle 7082,Mar del Plata,1,4998
1663,2659,Calle 3389,Mar del Plata,1,4339
1664,2660,Calle 1365,Santa Fe,3,9885
1665,2661,Calle 1717,La Plata,1,2780
1666,2662,Calle 2541,Mendoza,4,4295
1667,2663,Calle 1625,Córdoba,2,6723
1668,2664,Calle 1038,Mar del Plata,1,1324
1669,2665,Calle 8078,Godoy Cruz,4,7922
1670,2666,Calle 103,Rosario,3,5364
1671,2667,Calle 2088,Rafaela,3,7713
1672,2668,Calle 1814,Mar del Plata,1,9736
1673,2669,Calle 5734,La Plata,1,1272
1674,2670,Calle 6040,Villa Carlos Paz,2,3798
1675,2671,Calle 2267,Córdoba,2,6047
1676,2672,Calle 5627,Córdoba,2,8129
1677,2673,Calle 4881,Rafaela,3,8291
1678,2674,Calle 6751,Córdoba,2,2031
1679,2675,Calle 7937,Villa Carlos Paz,2,8492
1680,2676,Calle 4177,Villa Carlos Paz,2,7645
1681,2677,Calle 3171,Mar del Plata,1,2843
1682,2678,Calle 7510,La Plata,1,4379
1683,2679,Calle 8737,Río Cuarto,2,9744
1684,2680,Calle 162,La Plata,1,1162
1685,2681,Calle 515,Mendoza,4,8515
1686,2682,Calle 9059,La Plata,1,9918
1687,2683,Calle 5875,La Plata,1,1008
1688,2684,Calle 9103,Rafaela,3,6404
1689,2685,Calle 9029,Mar del Plata,1,5291
1690,2686,Calle 3876,Villa Carlos Paz,2,7071
1691,2687,Calle 753,CABA,1,7607
1692,2688,Calle 5831,Río Cuarto,2,6856
1693,2689,Calle 4278,Mar del Plata,1,9869
1694,2690,Calle 849,Mar del Plata,1,2938
1695,2691,Calle 573,La Plata,1,8007
1696,2692,Calle 780,Rosario,3,5964
1697,2693,Calle 709,Mar del Plata,1,6618
1698,2694,Calle 6132,Villa Carlos Paz,2,7190
1699,2695,Calle 1915,Rosario,3,8826
1700,2696,Calle 2921,La Plata,1,1129
1701,2697,Calle 4832,Mar del Plata,1,9174
1702,2698,Calle 4974,La Plata,1,7100
1703,2699,Calle 2798,Villa Carlos Paz,2,6120
1704,2700,Calle 2248,CABA,1,4574
1705,2701,Calle 924,Mar del Plata,1,7461
1706,2702,Calle 1114,Córdoba,2,3345
1707,2703,Calle 4436,La Plata,1,6677
1708,2704,Calle 5264,Mar del Plata,1,3964
1709,2705,Calle 2293,La Plata,1,7653
1710,2706,Calle 8016,Godoy Cruz,4,8350
1711,2707,Calle 8669,CABA,1,6054
1712,2708,Calle 5035,La Plata,1,6998
1713,2709,Calle 4876,CABA,1,2837
1714,2710,Calle 4920,Mar del Plata,1,4267
1715,2711,Calle 3329,Mar del Plata,1,9000
1716,2712,Calle 3199,CABA,1,7902
1717,2713,Calle 3294,Rosario,3,7997
1718,2714,Calle 8765,Mar del Plata,1,6777
1719,2715,Calle 3217,La Plata,1,4013
1720,2716,Calle 2975,Villa Carlos Paz,2,7694
1721,2717,Calle 5365,Rosario,3,9386
1722,2718,Calle 1760,Mar del Plata,1,4080
1723,2719,Calle 8136,La Plata,1,8253
1724,2720,Calle 6513,San Rafael,4,4677
1725,2721,Calle 9629,Rosario,3,7161
1726,2722,Calle 863,La Plata,1,1605
1727,2723,Calle 9079,Mar del Plata,1,1277
1728,2724,Calle 5577,San Rafael,4,9852
1729,2725,Calle 4711,Villa Carlos Paz,2,7387
1730,2726,Calle 8466,Río Cuarto,2,7073
1731,2727,Calle 8033,La Plata,1,9518
1732,2728,Calle 1822,San Rafael,4,3350
1733,2729,Calle 7582,Mar del Plata,1,3255
1734,2730,Calle 9969,CABA,1,1235
1735,2731,Calle 4903,Rafaela,3,5356
1736,2732,Calle 8571,CABA,1,2359
1737,2733,Calle 487,Río Cuarto,2,8117
1738,2734,Calle 9472,CABA,1,9827
1739,2735,Calle 9445,La Plata,1,2726
1740,2736,Calle 6069,CABA,1,7929
1741,2737,Calle 1466,La Plata,1,9267
1742,2738,Calle 7614,Rafaela,3,4197
1743,2739,Calle 1992,Córdoba,2,2307
1744,2740,Calle 2059,Mar del Plata,1,3202
1745,2741,Calle 6990,CABA,1,9701
1746,2742,Calle 8230,Rosario,3,5643
1747,2743,Calle 4905,CABA,1,4384
1748,2744,Calle 8699,La Plata,1,7587
1749,2745,Calle 3556,Mendoza,4,5019
1750,2746,Calle 989,Mar del Plata,1,9921
1751,2747,Calle 1481,Godoy Cruz,4,8378
1752,2748,Calle 6322,La Plata,1,4046
1753,2749,Calle 1660,CABA,1,7437
1754,2750,Calle 3932,Río Cuarto,2,8486
1755,2751,Calle 9741,Rafaela,3,7715
1756,2752,Calle 4834,CABA,1,7188
1757,2753,Calle 6754,Mar del Plata,1,8566
1758,2754,Calle 5485,Córdoba,2,7710
1759,2755,Calle 2039,La Plata,1,3217
1760,2756,Calle 4327,Mendoza,4,4416
1761,2757,Calle 1679,Mar del Plata,1,5433
1762,2758,Calle 3767,Mar del Plata,1,1354
1763,2759,Calle 6855,Córdoba,2,1058
