shipment_sk,shipment_id,id_order,carrier,status,tracking_number,id_date_shipped,shipped_at,id_date_delivered,delivered_at
5419,9000005418,1000005418,Correo Argentino,DELIVERED,TRK-1EMMM5MN2R,20240128.0,2024-01-28 15:05:31,20240201.0,2024-02-01 15:05:31
5420,9000005419,1000005419,Correo Argentino,SHIPPED,TRK-WP7O0UU72A,20250803.0,2025-08-03 06:53:04,20250805.0,2025-08-05 06:53:04
5421,9000005420,1000005420,PICKUP,DELIVERED,,20250927.0,2025-09-27 16:30:15,20250928.0,2025-09-28 16:30:15
5422,9000005421,1000005421,PICKUP,DELIVERED,,20240314.0,2024-03-14 22:32:28,20240315.0,2024-03-15 22:32:28
5423,9000005422,1000005422,Correo Argentino,DELIVERED,TRK-B4FZ7DVBIC,20240206.0,2024-02-06 07:17:23,20240210.0,2024-02-10 07:17:23
5424,9000005423,1000005423,Correo Argentino,DELIVERED,TRK-NCX6UCN900,20250908.0,2025-09-08 07:12:19,20250911.0,2025-09-11 07:12:19
5425,9000005424,1000005424,PICKUP,DELIVERED,,20250816.0,2025-08-16 01:47:28,20250817.0,2025-08-17 01:47:28
5426,9000005425,1000005425,PICKUP,DELIVERED,,20250114.0,2025-01-14 14:04:21,20250115.0,2025-01-15 14:04:21
5427,9000005426,1000005426,PICKUP,DELIVERED,,20240623.0,2024-06-23 19:29:52,20240624.0,2024-06-24 19:29:52
5428,9000005427,1000005427,PICKUP,DELIVERED,,20241202.0,2024-12-02 11:08:52,20241203.0,2024-12-03 11:08:52
5429,9000005428,1000005428,PICKUP,DELIVERED,,20240506.0,2024-05-06 20:32:31,20240507.0,2024-05-07 20:32:31
5430,9000005429,1000005429,PICKUP,CANCELLED,,,,,
5431,9000005430,1000005430,Correo Argentino,DELIVERED,TRK-04J4IXFCVT,20240824.0,2024-08-24 10:03:39,20240827.0,2024-08-27 10:03:39
5432,9000005431,1000005431,Correo Argentino,DELIVERED,TRK-8283W1NVD0,20240202.0,2024-02-02 10:28:48,20240206.0,2024-02-06 10:28:48
5433,9000005432,1000005432,PICKUP,DELIVERED,,20250224.0,2025-02-24 09:03:52,20250225.0,2025-02-25 09:03:52
5434,9000005433,1000005433,PICKUP,DELIVERED,,20240510.0,2024-05-10 23:29:30,20240511.0,2024-05-11 23:29:30
5435,9000005434,1000005434,PICKUP,SHIPPED,,20240805.0,2024-08-05 03:18:52,20240806.0,2024-08-06 03:18:52
5436,9000005435,1000005435,PICKUP,DELIVERED,,20240928.0,2024-09-28 12:13:10,20240929.0,2024-09-29 12:13:10
5437,9000005436,1000005436,Correo Argentino,SHIPPED,TRK-0SO7CVHBQU,20250919.0,2025-09-19 05:30:43,20250921.0,2025-09-21 05:30:43
5438,9000005437,1000005437,Correo Argentino,DELIVERED,TRK-1JJEW4X0YD,20240523.0,2024-05-23 03:22:43,20240526.0,2024-05-26 03:22:43
5439,9000005438,1000005438,Correo Argentino,DELIVERED,TRK-CMM2PVGKCO,20240707.0,2024-07-07 06:25:50,20240709.0,2024-07-09 06:25:50
5440,9000005439,1000005439,Correo Argentino,DELIVERED,TRK-CEC9LSHD91,20240128.0,2024-01-28 21:04:13,20240131.0,2024-01-31 21:04:13
5441,9000005440,1000005440,Correo Argentino,CANCELLED,,,,,
5442,9000005441,1000005441,PICKUP,SHIPPED,,20241215.0,2024-12-15 18:25:32,20241216.0,2024-12-16 18:25:32
5443,9000005442,1000005442,PICKUP,DELIVERED,,20240813.0,2024-08-13 04:59:18,20240814.0,2024-08-14 04:59:18
5444,9000005443,1000005443,Correo Argentino,DELIVERED,TRK-P2ICOUZYCI,20250502.0,2025-05-02 01:02:54,20250506.0,2025-05-06 01:02:54
5445,9000005444,1000005444,PICKUP,SHIPPED,,20240413.0,2024-04-13 15:34:52,20240414.0,2024-04-14 15:34:52
5446,9000005445,1000005445,PICKUP,DELIVERED,,20240211.0,2024-02-11 15:47:43,20240212.0,2024-02-12 15:47:43
5447,9000005446,1000005446,PICKUP,DELIVERED,,20240321.0,2024-03-21 00:00:32,20240322.0,2024-03-22 00:00:32
5448,9000005447,1000005447,Correo Argentino,DELIVERED,TRK-MDPFGYXWTY,20240612.0,2024-06-12 21:49:52,20240616.0,2024-06-16 21:49:52
5449,9000005448,1000005448,PICKUP,DELIVERED,,20241021.0,2024-10-21 10:53:07,20241022.0,2024-10-22 10:53:07
5450,9000005449,1000005449,PICKUP,DELIVERED,,20240407.0,2024-04-07 17:08:31,20240408.0,2024-04-08 17:08:31
5451,9000005450,1000005450,Correo Argentino,DELIVERED,TRK-0PU0E11WRZ,20250815.0,2025-08-15 20:30:22,20250817.0,2025-08-17 20:30:22
5452,9000005451,1000005451,PICKUP,DELIVERED,,20250311.0,2025-03-11 02:31:49,20250312.0,2025-03-12 02:31:49
5453,9000005452,1000005452,Correo Argentino,DELIVERED,TRK-I320VVLXNT,20250504.0,2025-05-04 07:58:58,20250508.0,2025-05-08 07:58:58
5454,9000005453,1000005453,PICKUP,DELIVERED,,20241024.0,2024-10-24 11:09:11,20241025.0,2024-10-25 11:09:11
5455,9000005454,1000005454,Correo Argentino,DELIVERED,TRK-6VOGEE3TFU,20240701.0,2024-07-01 14:35:36,20240705.0,2024-07-05 14:35:36
5456,9000005455,1000005455,PICKUP,SHIPPED,,20240419.0,2024-04-19 01:09:22,20240420.0,2024-04-20 01:09:22
5457,9000005456,1000005456,Correo Argentino,DELIVERED,TRK-MFJ2H5K3YC,20240327.0,2024-03-27 04:13:39,20240402.0,2024-04-02 04:13:39
5458,9000005457,1000005457,Correo Argentino,DELIVERED,TRK-3OFT1JBIWI,20250928.0,2025-09-28 20:11:59,20251001.0,2025-10-01 20:11:59
5459,9000005458,1000005458,Correo Argentino,DELIVERED,TRK-G2UJ4H6HO7,20240512.0,2024-05-12 18:13:25,20240518.0,2024-05-18 18:13:25
5460,9000005459,1000005459,PICKUP,DELIVERED,,20250901.0,2025-09-01 10:25:33,20250902.0,2025-09-02 10:25:33
5461,9000005460,1000005460,Correo Argentino,DELIVERED,TRK-OZ7L8ZYMSJ,20250409.0,2025-04-09 00:43:04,20250413.0,2025-04-13 00:43:04
5462,9000005461,1000005461,PICKUP,DELIVERED,,20250101.0,2025-01-01 15:23:38,20250102.0,2025-01-02 15:23:38
5463,9000005462,1000005462,Correo Argentino,DELIVERED,TRK-5N9DWOST37,20241101.0,2024-11-01 12:19:29,20241104.0,2024-11-04 12:19:29
5464,9000005463,1000005463,Correo Argentino,DELIVERED,TRK-Y3031BEA0Z,20250620.0,2025-06-20 07:04:50,20250622.0,2025-06-22 07:04:50
5465,9000005464,1000005464,Correo Argentino,DELIVERED,TRK-EG6GRBYCID,20240220.0,2024-02-20 06:52:18,20240223.0,2024-02-23 06:52:18
5466,9000005465,1000005465,PICKUP,DELIVERED,,20240822.0,2024-08-22 12:16:16,20240823.0,2024-08-23 12:16:16
5467,9000005466,1000005466,Correo Argentino,DELIVERED,TRK-NGDNABN1S4,20250930.0,2025-09-30 00:51:13,20251003.0,2025-10-03 00:51:13
5468,9000005467,1000005467,Correo Argentino,DELIVERED,TRK-ASE8KZHISV,20250921.0,2025-09-21 03:13:59,20250923.0,2025-09-23 03:13:59
5469,9000005468,1000005468,Correo Argentino,CANCELLED,,,,,
5470,9000005469,1000005469,Correo Argentino,DELIVERED,TRK-DGDLO1R9PR,20240731.0,2024-07-31 04:18:48,20240803.0,2024-08-03 04:18:48
5471,9000005470,1000005470,Correo Argentino,DELIVERED,TRK-J2EVJH88ZP,20240718.0,2024-07-18 22:48:51,20240722.0,2024-07-22 22:48:51
5472,9000005471,1000005471,Correo Argentino,DELIVERED,TRK-M4EV40B3XW,20250221.0,2025-02-21 22:11:10,20250223.0,2025-02-23 22:11:10
5473,9000005472,1000005472,Correo Argentino,DELIVERED,TRK-IVIQ6UN4BR,20250218.0,2025-02-18 07:23:48,20250224.0,2025-02-24 07:23:48
5474,9000005473,1000005473,Correo Argentino,DELIVERED,TRK-OJG2RAVO4R,20240502.0,2024-05-02 19:03:47,20240504.0,2024-05-04 19:03:47
5475,9000005474,1000005474,Correo Argentino,DELIVERED,TRK-9PXPOG30JN,20250525.0,2025-05-25 07:45:26,20250530.0,2025-05-30 07:45:26
5476,9000005475,1000005475,PICKUP,DELIVERED,,20240410.0,2024-04-10 04:35:06,20240411.0,2024-04-11 04:35:06
5477,9000005476,1000005476,Correo Argentino,DELIVERED,TRK-PMGC7MPDUK,20250513.0,2025-05-13 07:53:42,20250517.0,2025-05-17 07:53:42
5478,9000005477,1000005477,Correo Argentino,DELIVERED,TRK-D09KEUJMLX,20250826.0,2025-08-26 11:30:08,20250830.0,2025-08-30 11:30:08
5479,9000005478,1000005478,PICKUP,DELIVERED,,20250525.0,2025-05-25 13:18:34,20250526.0,2025-05-26 13:18:34
5480,9000005479,1000005479,Correo Argentino,SHIPPED,TRK-GMSV99JP9D,20241028.0,2024-10-28 15:23:31,20241101.0,2024-11-01 15:23:31
5481,9000005480,1000005480,PICKUP,DELIVERED,,20240309.0,2024-03-09 11:33:39,20240310.0,2024-03-10 11:33:39
5482,9000005481,1000005481,PICKUP,DELIVERED,,20250810.0,2025-08-10 02:17:21,20250811.0,2025-08-11 02:17:21
5483,9000005482,1000005482,Correo Argentino,DELIVERED,TRK-CE4QK0RFSF,20250429.0,2025-04-29 01:15:59,20250504.0,2025-05-04 01:15:59
5484,9000005483,1000005483,Correo Argentino,SHIPPED,TRK-TR645FEID9,20240417.0,2024-04-17 17:29:27,20240421.0,2024-04-21 17:29:27
5485,9000005484,1000005484,Correo Argentino,DELIVERED,TRK-6JPG1RVAI6,20241210.0,2024-12-10 04:59:25,20241213.0,2024-12-13 04:59:25
5486,9000005485,1000005485,Correo Argentino,SHIPPED,TRK-EZ7SQAESYJ,20250207.0,2025-02-07 19:10:19,20250210.0,2025-02-10 19:10:19
5487,9000005486,1000005486,Correo Argentino,DELIVERED,TRK-SNC24TIRLB,20240402.0,2024-04-02 21:19:32,20240404.0,2024-04-04 21:19:32
5488,9000005487,1000005487,PICKUP,DELIVERED,,20240717.0,2024-07-17 16:27:53,20240718.0,2024-07-18 16:27:53
5489,9000005488,1000005488,Correo Argentino,DELIVERED,TRK-5COJJREG8B,20250607.0,2025-06-07 04:34:24,20250612.0,2025-06-12 04:34:24
5490,9000005489,1000005489,Correo Argentino,DELIVERED,TRK-BZKCNKOMQJ,20240817.0,2024-08-17 21:51:39,20240821.0,2024-08-21 21:51:39
5491,9000005490,1000005490,PICKUP,DELIVERED,,20250621.0,2025-06-21 03:48:52,20250622.0,2025-06-22 03:48:52
5492,9000005491,1000005491,Correo Argentino,DELIVERED,TRK-1JRXAZ6457,20240626.0,2024-06-26 10:35:26,20240630.0,2024-06-30 10:35:26
5493,9000005492,1000005492,PICKUP,DELIVERED,,20250206.0,2025-02-06 10:41:10,20250207.0,2025-02-07 10:41:10
5494,9000005493,1000005493,Correo Argentino,SHIPPED,TRK-JQ39P3UK90,20250429.0,2025-04-29 14:35:59,20250501.0,2025-05-01 14:35:59
5495,9000005494,1000005494,Correo Argentino,DELIVERED,TRK-LUK6B7V5AP,20241103.0,2024-11-03 09:05:18,20241106.0,2024-11-06 09:05:18
5496,9000005495,1000005495,PICKUP,CANCELLED,,,,,
5497,9000005496,1000005496,Correo Argentino,DELIVERED,TRK-VK6OUQO0MR,20250603.0,2025-06-03 14:39:09,20250608.0,2025-06-08 14:39:09
5498,9000005497,1000005497,Correo Argentino,DELIVERED,TRK-89V8BLMX2Y,20241217.0,2024-12-17 13:36:04,20241220.0,2024-12-20 13:36:04
5499,9000005498,1000005498,PICKUP,CANCELLED,,,,,
5500,9000005499,1000005499,Correo Argentino,CANCELLED,,,,,
5501,9000005500,1000005500,PICKUP,DELIVERED,,20240828.0,2024-08-28 10:36:28,20240829.0,2024-08-29 10:36:28
5502,9000005501,1000005501,PICKUP,DELIVERED,,20241215.0,2024-12-15 11:16:49,20241216.0,2024-12-16 11:16:49
5503,9000005502,1000005502,PICKUP,CANCELLED,,,,,
5504,9000005503,1000005503,Correo Argentino,DELIVERED,TRK-BQWKHHRK4R,20250914.0,2025-09-14 11:26:10,20250917.0,2025-09-17 11:26:10
5505,9000005504,1000005504,Correo Argentino,DELIVERED,TRK-20Y1PA7P3M,20240604.0,2024-06-04 00:53:35,20240610.0,2024-06-10 00:53:35
5506,9000005505,1000005505,PICKUP,DELIVERED,,20250516.0,2025-05-16 00:02:27,20250517.0,2025-05-17 00:02:27
5507,9000005506,1000005506,PICKUP,DELIVERED,,20240408.0,2024-04-08 11:03:31,20240409.0,2024-04-09 11:03:31
5508,9000005507,1000005507,Correo Argentino,DELIVERED,TRK-5LMPIMZVJ9,20240820.0,2024-08-20 15:05:50,20240824.0,2024-08-24 15:05:50
5509,9000005508,1000005508,PICKUP,DELIVERED,,20240421.0,2024-04-21 23:34:58,20240422.0,2024-04-22 23:34:58
5510,9000005509,1000005509,PICKUP,DELIVERED,,20241210.0,2024-12-10 17:32:57,20241211.0,2024-12-11 17:32:57
5511,9000005510,1000005510,Correo Argentino,DELIVERED,TRK-2FYC4NVY8V,20250626.0,2025-06-26 17:25:55,20250630.0,2025-06-30 17:25:55
5512,9000005511,1000005511,PICKUP,DELIVERED,,20250320.0,2025-03-20 19:31:00,20250321.0,2025-03-21 19:31:00
5513,9000005512,1000005512,Correo Argentino,DELIVERED,TRK-4SH1WWS6FQ,20240821.0,2024-08-21 01:55:06,20240826.0,2024-08-26 01:55:06
5514,9000005513,1000005513,PICKUP,DELIVERED,,20250924.0,2025-09-24 09:13:14,20250925.0,2025-09-25 09:13:14
5515,9000005514,1000005514,PICKUP,DELIVERED,,20240707.0,2024-07-07 11:17:43,20240708.0,2024-07-08 11:17:43
5516,9000005515,1000005515,PICKUP,DELIVERED,,20241123.0,2024-11-23 14:33:11,20241124.0,2024-11-24 14:33:11
5517,9000005516,1000005516,Correo Argentino,DELIVERED,TRK-ENN36DWF1A,20251001.0,2025-10-01 13:56:00,20251006.0,2025-10-06 13:56:00
5518,9000005517,1000005517,Correo Argentino,DELIVERED,TRK-5918EVGWDI,20240723.0,2024-07-23 02:05:48,20240728.0,2024-07-28 02:05:48
5519,9000005518,1000005518,PICKUP,DELIVERED,,20250610.0,2025-06-10 16:46:05,20250611.0,2025-06-11 16:46:05
5520,9000005519,1000005519,PICKUP,SHIPPED,,20250410.0,2025-04-10 07:33:53,20250411.0,2025-04-11 07:33:53
5521,9000005520,1000005520,Correo Argentino,DELIVERED,TRK-BSZYUDIP3R,20240421.0,2024-04-21 03:03:17,20240423.0,2024-04-23 03:03:17
5522,9000005521,1000005521,Correo Argentino,SHIPPED,TRK-E4Q91L9TZN,20250921.0,2025-09-21 18:14:37,20250926.0,2025-09-26 18:14:37
5523,9000005522,1000005522,Correo Argentino,DELIVERED,TRK-T01XFR3SXD,20240520.0,2024-05-20 03:38:11,20240525.0,2024-05-25 03:38:11
5524,9000005523,1000005523,Correo Argentino,DELIVERED,TRK-7TO12BERMY,20240730.0,2024-07-30 05:02:33,20240801.0,2024-08-01 05:02:33
5525,9000005524,1000005524,Correo Argentino,DELIVERED,TRK-WMNHPJIR2O,20250827.0,2025-08-27 12:51:50,20250829.0,2025-08-29 12:51:50
5526,9000005525,1000005525,PICKUP,SHIPPED,,20250514.0,2025-05-14 13:44:01,20250515.0,2025-05-15 13:44:01
5527,9000005526,1000005526,Correo Argentino,DELIVERED,TRK-6L52Y73J3N,20240103.0,2024-01-03 01:01:50,20240108.0,2024-01-08 01:01:50
5528,9000005527,1000005527,PICKUP,DELIVERED,,20250315.0,2025-03-15 10:18:07,20250316.0,2025-03-16 10:18:07
5529,9000005528,1000005528,Correo Argentino,DELIVERED,TRK-ZY5V1AUR9H,20240128.0,2024-01-28 02:31:06,20240131.0,2024-01-31 02:31:06
5530,9000005529,1000005529,Correo Argentino,CANCELLED,,,,,
5531,9000005530,1000005530,PICKUP,DELIVERED,,20250108.0,2025-01-08 19:01:25,20250109.0,2025-01-09 19:01:25
5532,9000005531,1000005531,PICKUP,SHIPPED,,20240129.0,2024-01-29 18:56:47,20240130.0,2024-01-30 18:56:47
5533,9000005532,1000005532,PICKUP,DELIVERED,,20250228.0,2025-02-28 02:28:09,20250301.0,2025-03-01 02:28:09
5534,9000005533,1000005533,Correo Argentino,DELIVERED,TRK-38HRRMJID4,20250226.0,2025-02-26 04:07:50,20250302.0,2025-03-02 04:07:50
5535,9000005534,1000005534,PICKUP,DELIVERED,,20250828.0,2025-08-28 21:56:01,20250829.0,2025-08-29 21:56:01
5536,9000005535,1000005535,Correo Argentino,SHIPPED,TRK-S1U6IHNGU3,20250522.0,2025-05-22 15:31:11,20250526.0,2025-05-26 15:31:11
5537,9000005536,1000005536,Correo Argentino,DELIVERED,TRK-MSFNOX5PTV,20250820.0,2025-08-20 14:04:29,20250824.0,2025-08-24 14:04:29
5538,9000005537,1000005537,PICKUP,DELIVERED,,20241120.0,2024-11-20 21:58:11,20241121.0,2024-11-21 21:58:11
5539,9000005538,1000005538,Correo Argentino,DELIVERED,TRK-2ZBLP68UKM,20240921.0,2024-09-21 21:20:30,20240926.0,2024-09-26 21:20:30
5540,9000005539,1000005539,PICKUP,READY,,20250315.0,2025-03-15 13:36:45,20250316.0,2025-03-16 13:36:45
5541,9000005540,1000005540,Correo Argentino,DELIVERED,TRK-M3H9R7SLJE,20240703.0,2024-07-03 16:45:51,20240707.0,2024-07-07 16:45:51
5542,9000005541,1000005541,Correo Argentino,SHIPPED,TRK-AGE3MKB6WT,20241124.0,2024-11-24 14:27:09,20241126.0,2024-11-26 14:27:09
5543,9000005542,1000005542,Correo Argentino,DELIVERED,TRK-QGF1EZW9AI,20250507.0,2025-05-07 22:10:29,20250512.0,2025-05-12 22:10:29
5544,9000005543,1000005543,PICKUP,DELIVERED,,20250412.0,2025-04-12 15:56:55,20250413.0,2025-04-13 15:56:55
5545,9000005544,1000005544,Correo Argentino,DELIVERED,TRK-93MTH56A6U,20250425.0,2025-04-25 08:28:25,20250427.0,2025-04-27 08:28:25
5546,9000005545,1000005545,PICKUP,CANCELLED,,,,,
5547,9000005546,1000005546,Correo Argentino,DELIVERED,TRK-WGBO9JZFYJ,20240501.0,2024-05-01 14:09:07,20240503.0,2024-05-03 14:09:07
5548,9000005547,1000005547,Correo Argentino,DELIVERED,TRK-4BM6VS6ASG,20241201.0,2024-12-01 04:07:03,20241208.0,2024-12-08 04:07:03
5549,9000005548,1000005548,PICKUP,DELIVERED,,20250418.0,2025-04-18 04:11:17,20250419.0,2025-04-19 04:11:17
5550,9000005549,1000005549,PICKUP,DELIVERED,,20240901.0,2024-09-01 03:53:26,20240902.0,2024-09-02 03:53:26
5551,9000005550,1000005550,Correo Argentino,CANCELLED,,,,,
5552,9000005551,1000005551,Correo Argentino,SHIPPED,TRK-FLSDGPZ6NS,20250914.0,2025-09-14 02:39:40,20250916.0,2025-09-16 02:39:40
5553,9000005552,1000005552,PICKUP,DELIVERED,,20240702.0,2024-07-02 00:15:09,20240703.0,2024-07-03 00:15:09
5554,9000005553,1000005553,Correo Argentino,DELIVERED,TRK-0OX6JXIJJU,20250807.0,2025-08-07 14:08:21,20250811.0,2025-08-11 14:08:21
5555,9000005554,1000005554,PICKUP,DELIVERED,,20250224.0,2025-02-24 01:42:24,20250225.0,2025-02-25 01:42:24
5556,9000005555,1000005555,PICKUP,SHIPPED,,20240314.0,2024-03-14 00:22:05,20240315.0,2024-03-15 00:22:05
5557,9000005556,1000005556,Correo Argentino,CANCELLED,,,,,
5558,9000005557,1000005557,Correo Argentino,DELIVERED,TRK-QYQH287FMC,20240402.0,2024-04-02 09:04:16,20240406.0,2024-04-06 09:04:16
5559,9000005558,1000005558,Correo Argentino,SHIPPED,TRK-SRDVDPMDA5,20240713.0,2024-07-13 01:56:40,20240720.0,2024-07-20 01:56:40
5560,9000005559,1000005559,PICKUP,CANCELLED,,,,,
5561,9000005560,1000005560,PICKUP,DELIVERED,,20250109.0,2025-01-09 10:00:09,20250110.0,2025-01-10 10:00:09
5562,9000005561,1000005561,Correo Argentino,SHIPPED,TRK-TDT20B7T9C,20240613.0,2024-06-13 21:58:48,20240615.0,2024-06-15 21:58:48
5563,9000005562,1000005562,Correo Argentino,DELIVERED,TRK-4N3EN8D5LY,20250504.0,2025-05-04 10:18:45,20250507.0,2025-05-07 10:18:45
5564,9000005563,1000005563,PICKUP,CANCELLED,,,,,
5565,9000005564,1000005564,PICKUP,DELIVERED,,20240218.0,2024-02-18 15:20:21,20240219.0,2024-02-19 15:20:21
5566,9000005565,1000005565,Correo Argentino,DELIVERED,TRK-K22WJ1DHDD,20240611.0,2024-06-11 10:54:08,20240614.0,2024-06-14 10:54:08
5567,9000005566,1000005566,Correo Argentino,DELIVERED,TRK-N5O1VWDKYZ,20240529.0,2024-05-29 07:26:42,20240603.0,2024-06-03 07:26:42
5568,9000005567,1000005567,PICKUP,DELIVERED,,20250806.0,2025-08-06 07:51:49,20250807.0,2025-08-07 07:51:49
5569,9000005568,1000005568,Correo Argentino,DELIVERED,TRK-LPVSVCSJBH,20240107.0,2024-01-07 06:40:47,20240112.0,2024-01-12 06:40:47
5570,9000005569,1000005569,PICKUP,DELIVERED,,20241114.0,2024-11-14 01:27:33,20241115.0,2024-11-15 01:27:33
5571,9000005570,1000005570,PICKUP,DELIVERED,,20240715.0,2024-07-15 18:23:46,20240716.0,2024-07-16 18:23:46
5572,9000005571,1000005571,Correo Argentino,DELIVERED,TRK-N1WDXDY581,20250420.0,2025-04-20 10:21:53,20250425.0,2025-04-25 10:21:53
5573,9000005572,1000005572,PICKUP,DELIVERED,,20250927.0,2025-09-27 23:31:23,20250928.0,2025-09-28 23:31:23
5574,9000005573,1000005573,Correo Argentino,SHIPPED,TRK-29OWH4EJQ3,20250401.0,2025-04-01 06:53:45,20250406.0,2025-04-06 06:53:45
5575,9000005574,1000005574,PICKUP,DELIVERED,,20240418.0,2024-04-18 12:43:39,20240419.0,2024-04-19 12:43:39
5576,9000005575,1000005575,PICKUP,DELIVERED,,20240312.0,2024-03-12 15:43:07,20240313.0,2024-03-13 15:43:07
5577,9000005576,1000005576,Correo Argentino,DELIVERED,TRK-NUIFYRQF92,20250330.0,2025-03-30 15:48:01,20250404.0,2025-04-04 15:48:01
5578,9000005577,1000005577,Correo Argentino,DELIVERED,TRK-6G70J61GPW,20240801.0,2024-08-01 22:55:12,20240806.0,2024-08-06 22:55:12
5579,9000005578,1000005578,PICKUP,DELIVERED,,20240707.0,2024-07-07 23:15:31,20240708.0,2024-07-08 23:15:31
5580,9000005579,1000005579,PICKUP,CANCELLED,,,,,
5581,9000005580,1000005580,Correo Argentino,DELIVERED,TRK-MPKCVBMK8I,20250429.0,2025-04-29 03:10:47,20250504.0,2025-05-04 03:10:47
5582,9000005581,1000005581,PICKUP,DELIVERED,,20241222.0,2024-12-22 04:20:49,20241223.0,2024-12-23 04:20:49
5583,9000005582,1000005582,PICKUP,SHIPPED,,20241220.0,2024-12-20 21:29:30,20241221.0,2024-12-21 21:29:30
5584,9000005583,1000005583,Correo Argentino,DELIVERED,TRK-4E5TAJUF7X,20240212.0,2024-02-12 10:51:50,20240216.0,2024-02-16 10:51:50
5585,9000005584,1000005584,Correo Argentino,DELIVERED,TRK-XTN6DFRSIL,20250305.0,2025-03-05 15:24:47,20250307.0,2025-03-07 15:24:47
5586,9000005585,1000005585,Correo Argentino,SHIPPED,TRK-X8P7NEYHKN,20240218.0,2024-02-18 04:58:11,20240221.0,2024-02-21 04:58:11
5587,9000005586,1000005586,PICKUP,DELIVERED,,20241225.0,2024-12-25 09:04:14,20241226.0,2024-12-26 09:04:14
5588,9000005587,1000005587,Correo Argentino,DELIVERED,TRK-Y82LMUQMN9,20240724.0,2024-07-24 00:02:32,20240728.0,2024-07-28 00:02:32
5589,9000005588,1000005588,PICKUP,DELIVERED,,20240818.0,2024-08-18 11:52:00,20240819.0,2024-08-19 11:52:00
5590,9000005589,1000005589,Correo Argentino,DELIVERED,TRK-A91X4B6NPN,20241004.0,2024-10-04 07:17:17,20241008.0,2024-10-08 07:17:17
5591,9000005590,1000005590,Correo Argentino,CANCELLED,,,,,
5592,9000005591,1000005591,Correo Argentino,DELIVERED,TRK-U45UZ5VV27,20240514.0,2024-05-14 15:36:51,20240518.0,2024-05-18 15:36:51
5593,9000005592,1000005592,PICKUP,SHIPPED,,20240406.0,2024-04-06 00:08:19,20240407.0,2024-04-07 00:08:19
5594,9000005593,1000005593,PICKUP,DELIVERED,,20250610.0,2025-06-10 09:57:42,20250611.0,2025-06-11 09:57:42
5595,9000005594,1000005594,Correo Argentino,DELIVERED,TRK-CJRQB9NR7D,20240403.0,2024-04-03 08:43:21,20240409.0,2024-04-09 08:43:21
5596,9000005595,1000005595,Correo Argentino,DELIVERED,TRK-OFCM2GOQ52,20250218.0,2025-02-18 03:58:35,20250222.0,2025-02-22 03:58:35
5597,9000005596,1000005596,Correo Argentino,SHIPPED,TRK-GIZIXR7KWM,20250304.0,2025-03-04 19:39:56,20250311.0,2025-03-11 19:39:56
5598,9000005597,1000005597,Correo Argentino,DELIVERED,TRK-G403PN2A4A,20241020.0,2024-10-20 01:28:16,20241022.0,2024-10-22 01:28:16
5599,9000005598,1000005598,Correo Argentino,SHIPPED,TRK-685XI28CUD,20241206.0,2024-12-06 21:16:17,20241210.0,2024-12-10 21:16:17
5600,9000005599,1000005599,Correo Argentino,SHIPPED,TRK-ULJGWBZEM8,20241122.0,2024-11-22 12:14:52,20241125.0,2024-11-25 12:14:52
5601,9000005600,1000005600,PICKUP,DELIVERED,,20241203.0,2024-12-03 13:10:45,20241204.0,2024-12-04 13:10:45
5602,9000005601,1000005601,Correo Argentino,DELIVERED,TRK-LTC019DPTS,20250423.0,2025-04-23 15:07:05,20250425.0,2025-04-25 15:07:05
5603,9000005602,1000005602,PICKUP,SHIPPED,,20250422.0,2025-04-22 07:07:48,20250423.0,2025-04-23 07:07:48
5604,9000005603,1000005603,Correo Argentino,DELIVERED,TRK-LA3JZVPY51,20240416.0,2024-04-16 04:56:13,20240419.0,2024-04-19 04:56:13
5605,9000005604,1000005604,Correo Argentino,DELIVERED,TRK-0U7TWFIVP8,20240305.0,2024-03-05 19:23:20,20240308.0,2024-03-08 19:23:20
5606,9000005605,1000005605,PICKUP,DELIVERED,,20250304.0,2025-03-04 06:56:26,20250305.0,2025-03-05 06:56:26
5607,9000005606,1000005606,Correo Argentino,SHIPPED,TRK-L75O2O6MSY,20240411.0,2024-04-11 21:53:09,20240415.0,2024-04-15 21:53:09
5608,9000005607,1000005607,Correo Argentino,CANCELLED,,,,,
5609,9000005608,1000005608,PICKUP,DELIVERED,,20240414.0,2024-04-14 23:46:40,20240415.0,2024-04-15 23:46:40
5610,9000005609,1000005609,PICKUP,DELIVERED,,20250126.0,2025-01-26 15:10:20,20250127.0,2025-01-27 15:10:20
5611,9000005610,1000005610,Correo Argentino,CANCELLED,,,,,
5612,9000005611,1000005611,PICKUP,SHIPPED,,20241029.0,2024-10-29 04:15:31,20241030.0,2024-10-30 04:15:31
5613,9000005612,1000005612,Correo Argentino,DELIVERED,TRK-UDU2MWMWLM,20250709.0,2025-07-09 10:45:06,20250713.0,2025-07-13 10:45:06
5614,9000005613,1000005613,Correo Argentino,DELIVERED,TRK-2U99RUUWCA,20250527.0,2025-05-27 21:12:25,20250531.0,2025-05-31 21:12:25
5615,9000005614,1000005614,PICKUP,DELIVERED,,20240824.0,2024-08-24 07:11:34,20240825.0,2024-08-25 07:11:34
5616,9000005615,1000005615,Correo Argentino,DELIVERED,TRK-PHIYWRAI17,20240706.0,2024-07-06 01:04:00,20240712.0,2024-07-12 01:04:00
